Movie Name,Movie ID,User ID,Reviews,Ratings
The Dark Night,2,111,"It's hard to find what is wrong with a movie that seems so well crafted and put together. Well let's start by saying that the Dark Knight is very boring and messy.

The plot is incoherent, with too many undeveloped subplots. The movie tries to be realistic but logic has no place anywhere. It tries to be dramatic but the drama is manufactured, out of place, and doesn't build up from anything. Lots of poor philosophical monologues going nowhere.

The characters have nothing, nothing interesting about them. They're like puppets used to create some sort of politicised view of the world where everyone is miserable with no sense of humor, taking no pleasure from their actions whatever they are. And creating this dull vision of the world hidden behind a comic superhero, is what this movie is all about. All the rest comes as a consequence of this. Anything that happens has little or no effect. Batman is just as hollow as every one else. You could swap him with some other character and nothing would change.

Action is just average. Random things happening out of nowhere, and no explanations is given on how they managed to do that. Some great effects here and there don't add much to the movie. I like violent movies but the violence in the DK is pretty much senseless as well as censored. Definitely not for young kids.

The movie is not dark, is hollow. If you want a good dark movie then go to see the awesome 'The Crow'. You want to see a good batman movie then watch the Tim Burton's version.

Flat with no substance, humor or soul, the Dark Knight doesn't leave you with any emotions whatsoever, no hope and not even hopelessness. Only a lame sense of depression.",7
The Dark Night,2,112,"I just rented this from Netflix and forced myself to watch it till the end. What a dreadful, boring yet expensive movie. It was so dimly lit, they could have had any of the thousands of out-of-work actors in Southern California in it with no perceptible difference. I guess a couple more explosions would have helped (not really). I only watched it cause of Heath Ledger's excellent performance in Brokeback Mountain. Boy, was I disappointed. I didn't care about anyone while watching except for myself who was waiting for it to end. At times the dialog was difficult to understand with the volume way up but the loud soundtrack made every sound effect rattle the furniture.

I just don't get what passes for great entertainment nowadays. I had to watch some old Rocky and Bullwinkle cartoons afterward as an intelligent antidote to this cartoonish movie that tries for so much significance, an odd combination. It's like looking for significance and the meaning of life in an infomercial. Don't bother.",7
The Dark Night,2,113,"Another example of an over-hyped movie, but now in extreme. To say this piece of junk should be regarded as the best movie of 2008 is ridiculous. Basicaly it is just another movie about a man in a bat-suit who duels for more than 2 hours with another badman with a painted smile, and in the process some quasi profound remarks are exchanged. No humor in sight to make the movie better digestible.

Big budget, good actors and some clever make-up artists are no guarantee for a good movie. In this case it resulted in a very boring one.

As for the so-called performance of the year by Ledger; he is (was) a very good actor but this one-dimensional role is far from being special, but I guess the Oscar will be his, Nil nisi bonum.

Why this movie should be on par with, or far better than true masterpieces like the Godfather 1&2 and Vertigo is beyond belief.",5
The Dark Night,2,114,I gave this film a one just to pull down the overall score of the film - it doesn't deserve the 10th place on top 250 list. There is no way that this film deserves ten points!,3
The Dark Night,2,119,Heath Ledger was great in his role as a Joker - no doubt about that. His early departure from the land of the living makes his role stand out in many peoples minds and give a extra glitter to whole movie. Without Joker this film would have much less ten point votes.,2
The Dark Night,2,124,Story really was bloated with too many characters - most of them just showing their face in the movie without any significance to the main storyline. Scarecrow and batman-boys (or what they were called) were totally unnecessary bypassers in the first half of the movie. Story was all over the place and it didn't have the consistency or the red line that it could follow. Many scenes were just boring and ridiculous. This film really didn't give nothing good to the whole Batman saga.,1
The Shawshank Redemption,1,107,"I finally decided to see this film after reading good reviews and noting that this film ranks in IMDB's top ten list (currently #2). At the very least I disovered where all the noble people are: they're in prison!

The film is decent, but it certainly isn't what I would call great or extraordinary. There are good performances by Robbins and Freeman, but the pace of the movie is very slow and the cinematography is unremarkable. Characters are largely stereotypes, the story is somewhat formulaic (and sometimes ludicrous), and the noble prisoners vs wicked guards dichotomy is simplistic and unrealistic. I was also particularly annoyed at the narration, which always seemed to explain more than it needed to. As for the ending, I guess I was not as suprised as others since I did read the Stephen King novella many years ago. Still, given that the story takes place in a prison, you don't need to be a genius to guess part of it.

This movie reminds me of Dead Poets Society in terms of its tone and theme of uplifting the human spirit against a backdrop of despair. If that's your thing, you'll love the movie. It's not really my thing.",1
The Shawshank Redemption,1,108,"he Shawshank Redemption is with out a doubt one of the most over rated films of the 90s. There have been many intriguing prison movies over the years, Shawshank is not one of them. Instead it's sentimental slop served to uplift the souls of the American people. There is never any sense in the film that Tim Robbin's character is in true danger. If the film wanted to show the true horror of prison maybe it should of been far more darker, instead of inspiration. Morgan Freeman is wasted as usual, in the role of wisdom spouting inmate. Freeman's character is mainly there to look wise and bring inspiration to us all, but he is never treated as a typical person. Tim Robbins is good, but his character is all good, while the prison warden is sure evil. Everything is black and white. Shawshank has potential to be great, but director Frank Darabant's obsession with being Frank Capra ruins the film at every turn.",3
The Shawshank Redemption,1,109,"Oh come on 2nd best movie ever, I don't think so. It's unrealistic and overly sentimental, the people who voted so high can't have seen many films. By all means watch it, but Papillion for example, is far superior, who can forget Steve McQueen's red rimmed eyes and pasty face as he catches bugs, and crushes centipedes into his watery broth to get nourishment in that incredible portrayal of hardship and determination. I wouldn't put Papillion as the 2nd best film of all time, but it has to be the best Prison drama. Watch Shawshank and you'll enjoy it as a lightweight entertaining feel good movie, but there are so many classic films better than this.",4
The Shawshank Redemption,1,123,"This movie is absurdly overrated by people who think soppy affirmative moviemaking accompanied by a lush score is synonymous with aesthetic brilliance.

The direction is nothing to write home about, the cinematography is, frankly, standard. The script has Steven King written all over it - a melodramatic plot involving the woes of an educated bloke told in overwrought dialogue full of clumsy metaphors. (A good example: the moment when the scriptwriter decided that the prisoner's interest in geology had to be spelled out for the dumber members of the audience ""It's all about TIME and PRESSURE..."" just in case anyone managed to miss the connection). Morgan Freeman is, as usual, superb but Tim Robbins is inconsistent as a man who goes from being the gaol newcomer to an old hand. While the film's sympathetic liberal political stance can be commended, it's certainly not a great work of art.",1
The Shawshank Redemption,1,126,"Satisfying, good movie, but the only great part of this movie is the magnificent performance by Morgan Freeman. An apparently inspired Tim Robbins rises above his very mediocre talent and delivers an adequate performance. Ham-handed attempts at profundity in every scene get tiring as is the use of every prison movie device, character, and cliche in the history of hollywood.",2
Kuch Kuch Hota hai,3,103,"I saw this film randomly the other day while at a friend's house. She comes from Indian decent and had always nagged me to watch Indian films with her but I always declined. Being a general film fanatic, I agreed to watch this film, not expecting much. But as soon as I got into the story (and got over the horrible and sometimes non-visible subtitles) I was completely hooked! Whether it was the directing or the wonderful screen presence of the actors, somethng about this film had the ability to capture the emotions of the viewer. I can say that having been used to watching generally American films, Kuch Kuch Hota Hai is a romance that stands out from the typical Hollywood love story -- paying attention to detail and character development in a way in which I've rarely seen before. Although I was quite new to Indian ""musical numbers"" in which they incorporate within their films and even found the performances in them a little bit on the cheesy side, I throroughly enjoyed some of the songs as well. Great melodies, especially the title song -- which added to the emotional impact of the movie itself. I wll definitely be looking out for more Indian films in the future.",10
Kuch Kuch Hota hai,3,123,"Karan Johar's directorial debut Kuch Kuch Hota Hai is one of those films you can always watch and enjoy with your family and friends. In spite of being a bit of a fairy tale, it works very well within its limitations. It is one of those beautiful Hindi romantic comedies that actually form the unique cultural and artistic style of Bollywood's most famous mainstream flicks. This is an enjoyable and charming picture which can make you laugh, cry, at times even cringe with annoyance, but then it will keep you consistently entertained.

The film introduces Johar's famous statement that the first step towards love is friendship and does it in a slightly cheesy yet rather convincing way. The film is a poignant story of two friends, a guy and a girl, who understand they actually love each other perhaps too late. And that's how it goes on. It flows well, with wonderfully composed songs, nicely written characters, several clichés here and there, many comic sequences, some melodramatic ones as well, but more importantly, a lot of Bollywood-style colour and fun.

Shahrukh Khan and Kajol work with electrifying chemistry. Their scenes together are pure magic. Both give crafted performances. Kajol is more impressive as the cool tomboy who transforms into a womanly, attractive and sensitive Anjali. She displays the pain, joy, happiness and confusion that her character goes through with great conviction. Shahrukh is fantastic as the young, cool guy, friend and boyfriend and later on as a loving and caring father who has lost his wife and suffers her loss.

Rani Mukherjee is beautiful and vibrant and makes for a very effective intelligent and dreamy girl. This is not an accomplished but very sincere performance which deserves full praise. Salman Khan is very good and surprisingly enough, manages to impress even in a brief, seemingly insignificant appearance. It may be because his character makes a great impact on the film's story and on the viewer.

I really liked the film's music, the title song being my favourite, and among other songs, the melancholic ""Tujhe Yaad Na Meri Aayee"" is very beautiful. Towards the end, there are some overly melodramatic sequences but they flow well enough to bring the long-awaited ending. Kuch Kuch Hota Hai is overall great entertainment and a must-watch for lovers of Hindi cinema and its films. It is compelling, moving and memorable, and is always fun to revisit. I recommend.",10
Kuch Kuch Hota hai,3,109,"I hadn't watched an Indian movie in years because I was unable to relate to the film and the stories were somewhat weak. When I got this movie, I procrastinated a bit; when I finally watched it, I was amazed! I was able to relate to the characters, the story was not as far-fetched as they had been, and the music was awesome. KKHH has a good mix of humor and drama, without being too over-the-top. It got my family and me watching Indian movies again. I recommend this to anyone who wants to be swept away by a good story and great actors.",10
Kuch Kuch Hota hai,3,106,"You won't be called a Bollywood fan if you haven't seen this classic. It casts some of the best actors in the industry at the time except Amit-ji: Shah Rukh of course, who way deserved his Filmfare, Kajol, best actress in Bollywood ever, Rani Mukherji, Salman Khan (in one of his last good performances), Anupam Kher, Farida Jalal, Reema Lagoo, ...

With very good music (the title song is a forever classic!), entertaining dance moves, a nice script, and the most beautiful Jodi ever on screen: SRK and Kajol! Though Kjo has kind of cheesy 'cliché's sometimes (like the kid sobbing 'Ma, Ma!'), it's a sweet movie you're sure to enjoy and remember!",10
Kuch Kuch Hota hai,3,129,"Karan Johar's directorial debut Kuch Kuch Hota Hai is one of those films you can always watch and enjoy with your family and friends. In spite of being a bit of a fairy tale, it works very well within its limitations. It is one of those beautiful Hindi romantic comedies that actually form the unique cultural and artistic style of Bollywood's most famous mainstream flicks. This is an enjoyable and charming picture which can make you laugh, cry, at times even cringe with annoyance, but then it will keep you consistently entertained.

The film introduces Johar's famous statement that the first step towards love is friendship and does it in a slightly cheesy yet rather convincing way. The film is a poignant story of two friends, a guy and a girl, who understand they actually love each other perhaps too late. And that's how it goes on. It flows well, with wonderfully composed songs, nicely written characters, several clichés here and there, many comic sequences, some melodramatic ones as well, but more importantly, a lot of Bollywood-style colour and fun.

Shahrukh Khan and Kajol work with electrifying chemistry. Their scenes together are pure magic. Both give crafted performances. Kajol is more impressive as the cool tomboy who transforms into a womanly, attractive and sensitive Anjali. She displays the pain, joy, happiness and confusion that her character goes through with great conviction. Shahrukh is fantastic as the young, cool guy, friend and boyfriend and later on as a loving and caring father who has lost his wife and suffers her loss.

Rani Mukherjee is beautiful and vibrant and makes for a very effective intelligent and dreamy girl. This is not an accomplished but very sincere performance which deserves full praise. Salman Khan is very good and surprisingly enough, manages to impress even in a brief, seemingly insignificant appearance. It may be because his character makes a great impact on the film's story and on the viewer.

I really liked the film's music, the title song being my favourite, and among other songs, the melancholic ""Tujhe Yaad Na Meri Aayee"" is very beautiful. Towards the end, there are some overly melodramatic sequences but they flow well enough to bring the long-awaited ending. Kuch Kuch Hota Hai is overall great entertainment and a must-watch for lovers of Hindi cinema and its films. It is compelling, moving and memorable, and is always fun to revisit. I recommend.",10
Kuch Kuch Hota hai,3,119,"I have no personal connection to India, and no knowledge of Bollywood cinema. This is the first Bollywood movie I've seen.

My impression is that it is as if the film is made by two separate crews: the ones that make the musical numbers, and the ones that do the ""prose"" in between the singing. The musical numbers are catchy, fun, playful, and just sprawling with talent. I'd gladly see a few of those again. The rest of it...I found it pretty hard to watch, like a very long advertisement for gum or sports clothing. I guess it's supposed to be a kid friendly movie, so there is a lot of not-so-subtle emotions?

I gave this movie a rating of 7. If it was just the singing parts it would be an 8. If it was just the rest, it would have been lower than a 4. But I prefer to judge a movie more by its best parts.",8
Kuch Kuch Hota hai,3,112,"This movie was not a good one.

Like many SRK movies this has just survived on hype.

The title song is absolutely melodious. However the movie was lacking entertainment quotient. Shallow emotions on display. Its made by a SRK fan for SRK fans. There is too much of love in the air, seems like every collegian or high-school student needs to be in love with someone. Its not right to project or promote such wrong things.

But what matters is how the movie did on the box office, and this movie faired well. Another SRK movie, Karan Arjun, which was one of the worst movies ever from Bollywood but it is one of the biggest grosser ever.

KJO needs to do something original and better without SRK.",6
Kuch Kuch Hota hai,3,118,"Rahul...... Anjali..... Rahul...... Anjali....

Oh dear! Time has not been kind to this film.

When I first saw this at the cinema I loved the music and was thoroughly entertained by the whole show. All 3 leads were spectacular and Salman Bhai also put in a good performance.

However 10 years on and the only enjoyable part of the movie is the song which kicks in when Anjali realises she's never gonna get Rahul.

Pros - Great for the average 10 year old

Cons - College scenes inspired by Grease, - Everyone looks 10 years older than the characters they play - Horribly dated wardrobe - Colour overload, - Cheesy plot with extra cheese, - Title song and its music cue now suck big time

Overall - Vommo",5
Kuch Kuch Hota hai,3,101,"Ek baar shaadi , ek baar pyaar

Bur hero marries 2 times useless concept

Overacting of acting by especially by sharukh khan",4
Kuch Kuch Hota hai,3,114,"First half is an Archie, Betty, Veronica cartoon. Second half is more meaningless manipulative drivel. Avoid at all costs.",1
3 Idiots,4,115,"It's hard for me to review this film, as I have not seen a huge number of Indian films--probably no more than a couple dozen. Most of the ones I've seen were wonderfully entertaining but I am far from an expert on Bollywood. Because of this, I have a hard time knowing how good this film is relative to other films from this country. So, consider this when you read this review. This may be among the very best India has to offer or it just seems that way to me.

Like so many Indian films, this is a very, very long film--with a run-time of almost three hours. When a movie is bad or just okay, this can seem like forever, but since ""3 Idiots"" is a very, very good film I loved its length. And, like most films of the genre, it has its share of the usual singing and dancing so foreign to films from other countries. One thing you should know, however, is that defining the type of film it is isn't really easy. Much of it is a comedy, but it also has many poignant moments (keep the Kleenex nearby), some existential moments where they explore the meaning of life and work and it's also a tender film about friendship. And, as my daughter pointed out when she saw the film, she loved that the men in the movie are not afraid to cry--something you rarely see in western films.

As for the plot, it's very long and involved and I could recount what occurs. But I don't want to spoil a single wonderful moment, so my advice is just sit back and watch--and if you give it a chance, I can almost guarantee you'll have a great time with this poignant and funny film. Wonderful and well worth your time--with a delightful script, wonderful characters and lots of moments that made me smile...and a few that brought me to tears. See this film.",2
3 Idiots,4,124,"I asked my co-workers to recommend a Bollywood movie. I expected ""Dumb and Dumber"" by the title. It wasn't that at all. It is more of an inspirational comedy with some serious but good messages. A more accurate title would have been ""The Legend of Rancho"".

Odd to me is that they speak in part English, part Hindi through the movie, kinda like some speak ""Spanglish"" here I suppose. I know none of the actors but the acting was good, and there was plenty of humor. The characters were believable. Most movie dancing I find a little silly but I even liked the dancing routines in the bathroom.

I will be asking my co-workers for more recommendations after this one!",10
3 Idiots,4,125,"When I was 13, I had my first movie-love; There was nothing that compared to this movie; Nobody could eva stop me watchn this cult; It had me goin crazy, oh I was star-struck!

Watched every weekend, didn't need no other work; Made me laugh made me cry made me become what I am today; Inspired me, motivated me to achieve success every day;

I was choking in the crowd, it made me roar aloud; I was nowhere in my career, it made me a flourisher; I used to be havin a bad time, it took me to cloud nine; I was in pieces, it fixed me; It made me a it made me a believer, believer.",10
3 Idiots,4,113,"Awesome film man. Saw this with my family in a theatre. Worth every penny n worth every minute. Never seen such an amazing film from Bollywood. What is so great about the movie is that it moves you, it gives you hope. It is a simple film, yet it has an everlasting message. The last 30 mins were beautifully shot. Very good direction by Hirani. The star cast is good n Aamir khan steals the show. The editing is top notch. U don't feel bore for even a sec. Awesome screenplay. It's hands down the best film in the history of Bollywood.",10
3 Idiots,4,103,"Unlike many other Bollywood movies, 3 Idiots was enjoyable - at some points.

Firstly, the film provides a useful message - do what you love rather than what someone else thinks you should do. It also has a clever and quite unpredictable plot which makes the film certainly watchable.

However, the reason for this film's downfall is due to its comedic aspect. The jokes and comedy to this film is super immature and childish and wouldn't make 99% of adults laugh. I genuinely believe that if this film had little to no comedic aspects, or at least a less childish comedic aspect, and was a serious film it could be comparable to Good Will Hunting.

Had the potential to be a global success but only succeeded domestically.",10
3 Idiots,4,127,"I watched '3 idiots' on the Christmas Day. Being an Aamir Khan fan the expectations were huge. The movie is excellent, absolutely fun filled and hilarious but deviates from its main idea of Education system after the intermission.

The depiction of education system of India is completely true where each and every prof. is interested only in the fact that you have mugged up his lessons on not. Being an IITian myself I can assure you of this. Aamir Khan is awesome, Sharman and Madhavan are also good as usual. Boman Irani rocks again with his stand out performance. Kareena Kapoor is OK considering her not so important role. The stand out scene of this movie is clearly Omi's 'Balatkaar' speech.",8
3 Idiots,4,116,"It is NOT a great movie, it IS a good movie though",7
3 Idiots,4,109,"The script is the biggest problem with this film. It is filled with clichés and unoriginal jokes. The theme and message of the film is spelled out for the audience a million times. It should be more subtle and realistic. The sequence of events is entirely predictable.

Additionally, there is nothing exceptional about any other element of the film in my opinion. There is nothing impressive about the camera work. There is nothing impressive about set design or costume design. There is nothing impressive about the acting or characterization.

It is emotionally manipulative using every trick in the book and there is nothing to enjoy if you do not fall for that. How it is so far up IMDb's top 250 is beyond me.",5
3 Idiots,4,105,"over hyped, unbelievably ridiculous",3
